CVML_UNKNOWN_67, False, True
tarantula, True, True
taro, True, True
CVML_UNKNOWN_22, False, False
CVML_UNKNOWN_196, False, False
tea_drink, True, True
teapot, True, True
teddy, True, True
CVML_UNKNOWN_256, False, False
CVML_UNKNOWN_349, False, False
television, True, True
CVML_UNKNOWN_209, False, True
tempura, True, True
tennis, True, True
tent, True, True
tequila, True, True
CVML_UNKNOWN_296, False, False
CVML_UNKNOWN_38, False, False
CVML_UNKNOWN_357, False, False
terrier, True, True
CVML_UNKNOWN_377, False, True
CVML_UNKNOWN_188, False, False
CVML_UNKNOWN_161, False, False
CVML_UNKNOWN_332, False, True
thermos, True, True
CVML_UNKNOWN_183, False, False
CVML_UNKNOWN_336, False, False
thunderstorm, True, True
CVML_UNKNOWN_105, False, False
tiara, True, True
tiger, True, True
tiramisu, True, True
tire, True, True
toad, True, True
toaster, True, True
CVML_UNKNOWN_364, False, False
tomato, True, True
CVML_UNKNOWN_382, False, False
CVML_UNKNOWN_233, False, False
toolbox, True, True
CVML_UNKNOWN_168, False, True
CVML_UNKNOWN_92, False, True
tornado, True, True
tortilla, True, True
tortoise, True, True
toucan, True, True
track_and_field, True, True
track_rail, True, True
tractor, True, True
CVML_UNKNOWN_134, False, True
CVML_UNKNOWN_58, False, False
train, True, True
train_station, True, True
CVML_UNKNOWN_331, False, False
tramway, True, True
CVML_UNKNOWN_104, False, False
treadmill, True, True
CVML_UNKNOWN_329, False, False
triathlon, True, True
tricycle, True, True
tripod, True, True
trombone, True, True
trophy, True, True
trout, True, True
truck, True, True
trumpet, True, True
CVML_UNKNOWN_106, False, False
tulip, True, True
tuna, True, True
tunnel, True, True
CVML_UNKNOWN_96, False, True
turf, True, True
turmeric, True, True
CVML_UNKNOWN_120, False, True
turntable, True, True
turtle, True, True
tuxedo, True, True
typewriter, True, True
ukulele, True, True
umbrella, True, True
CVML_UNKNOWN_95, False, False
urchin, True, True
CVML_UNKNOWN_285, False, True
van, True, True
vase, True, True
videogame, True, True
CVML_UNKNOWN_246, False, False
vineyard, True, True
viola, True, True
violin, True, True
vizsla, True, True
CVML_UNKNOWN_46, False, False
volcano, True, True
vulture, True, True
waffle, True, True
